Name,Ticker,"Sub-Sector","Market Cap","Close Price","Percentage Buy Reco’s","No. of analysts with buy reco","Percentage Hold Reco's","Percentage Sell Reco's","Total no. of analysts","Percentage Upside"
Paos Industries Ltd,PAOS,,"8.819702","13.73",,"0","0","0",,
Setubandhan Infrastructure Ltd,SETUINFRA,"Construction & Engineering","8.7974782","0.7",,"0","0","0",,
Sugal and Damani Share Brokers Ltd,SUGALDAM,"Investment Banking & Brokerage","8.793759848999999","14.35",,"0","0","0",,
Kush Industries Ltd,KUSHIND,"Textiles","8.76875","5.6",,"0","0","0",,
Kapil Cotex Ltd,KAPILCO,"Textiles","8.7412","84.05",,"0","0","0",,
Crane Infrastructure Ltd,CRANEINFRA,,"8.741094","12.85",,"0","0","0",,
Anjani Finance Ltd,ANJANIFIN,"Diversified Financials","8.723238","8.5",,"0","0","0",,
United Interactive Ltd,UNITEDINT,"IT Services & Consulting","8.680771","47.41",,"0","0","0",,
ACE Software Exports Ltd,ACESOFT,,"8.658","18.1",,"0","0","0",,
Tashi India Ltd,TASHIND,"Diversified Financials","8.650125","116.5",,"0","0","0",,
Dalal Street Investments Ltd,DSINVEST,"Investment Banking & Brokerage","8.64090445","279.7",,"0","0","0",,
Sinnar Bidi Udyog Ltd,SINNAR,"FMCG - Tobacco","8.61","215.25",,"0","0","0",,
HDFC Nifty NEXT 50 ETF,HDFCNEXT50,"Equity","8.575619","444.53",,"0","0","0",,
Sailani Tours N Travels Ltd,SAILANI,,"8.56128","18.2",,"0","0","0",,
Amraworld Agrico Ltd,AMRAAGRI,"Commodities Trading","8.5413","0.69",,"0","0","0",,
Sheshadri Industries Ltd,SHESHAINDS,"Textiles","8.505674555","17.59",,"0","0","0",,
Ahmedabad Steel Craft Ltd,AHMDSTE,"Commodities Trading","8.47044","20.68",,"0","0","0",,
Royal India Corporation Ltd,ROYALIND,"Commodity Chemicals","8.47036","3.85",,"0","0","0",,
Bhagawati Oxygen Ltd,BHAGWOX,"Commodity Chemicals","8.416894190999999","35.07",,"0","0","0",,
Gujarat Lease Financing Ltd,GLFL,"Consumer Finance","8.40898777","2.95",,"0","0","0",,
Mukat Pipes Ltd,MUKATPIP,"Building Products - Pipes","8.3993","6.66",,"0","0","0",,
Photon Capital Advisors Ltd,PHOTON,,"8.35559088","55.2",,"0","0","0",,
NPR Finance Ltd,NPRFIN,,"8.355492","13.96",,"0","0","0",,
UTI S&P BSE Sensex Next 50 ETF,UTISXN50,"Equity","8.33829663","57.1",,"0","0","0",,
Kretto Syscon Ltd,KRETTOSYS,,"8.310300042","0.52",,"0","0","0",,
Blue Coast Hotels Ltd,BLUECOAST,"Hotels, Resorts & Cruise Lines","8.28649705","6.5",,"0","0","0",,
Beryl Drugs Ltd,BERLDRG,"Pharmaceuticals","8.2212257","16.85",,"0","0","0",,
Vision Cinemas Ltd,VISIONCINE,,"8.21560778","1.21",,"0","0","0",,
Bloom Dekor Ltd,BLOOM,"Wood Products","8.21315","11.97",,"0","0","0",,
Garware Synthetics Ltd,GARWSYN,"Textiles","8.2021668","13.43",,"0","0","0",,
Svaraj Trading and Agencies Ltd,ZSVARAJT,"Commodities Trading","8.201","5.52",,"0","0","0",,
Bharat Bhushan Finance And Commodity Brokers Ltd,BHARAT,"Diversified Financials","8.1569052","24.63",,"0","0","0",,
Pasari Spinning Mills Ltd,PASARI,"Textiles","8.1558","6.75",,"0","0","0",,
S S Infrastructure Development Consultants Ltd,SSINFRA,"Construction & Engineering","8.14795125","5.55",,"0","0","0",,
Sarup Industries Ltd,SARUPINDUS,,"8.1277476","24.99",,"0","0","0",,
Shree Manufacturing Co Ltd,SHRMFGC,"Textiles","8.117670906","9.3",,"0","0","0",,
IITL Projects Ltd,IITLPROJ,"Real Estate","8.1102125","17.06",,"0","0","0",,
AMS Polymers Ltd,AMS,"0","8.1076375","24.55",,"0","0","0",,
N D A Securities Ltd,NDASEC,,"8.0915058","15.11",,"0","0","0",,
Modern Converters Ltd,MODCL,"Agro Products","8.08035","26.15",,"0","0","0",,
Chothani Foods Ltd,CHOTHANI,"Agro Products","8.0754","15.65",,"0","0","0",,
Goyal Associates Ltd,GOYALASS,,"8.0263125","1.68",,"0","0","0",,
Asia Pack Ltd,ASIAPAK,"Real Estate","8.0177568","30.4",,"0","0","0",,
Millennium Online Solutions (India) Ltd,MILLENNIUM,"Technology Hardware","8.0031216","1.65",,"0","0","0",,
Trimurthi Ltd,TRIMURTHI,"Health Care Equipment & Supplies","7.9947","9.6",,"0","0","0",,
Sellwin Traders Ltd,SELLWIN,"Commodities Trading","7.9868","10.2",,"0","0","0",,
Kore Foods Ltd,KORE,"FMCG - Foods","7.9453","6.96",,"0","0","0",,
LWS Knitwear Ltd,LWSKNIT,"Textiles","7.9265128","14.89",,"0","0","0",,
Sita Enterprises Ltd,SITAENT,"Diversified Financials","7.917","27.7",,"0","0","0",,
Panafic Industrials Ltd,PANAFIC,"Diversified Financials","7.884","0.98",,"0","0","0",,
Axis Silver ETF,AXISILVER,"Equity","7.8703070319999995","77.13",,"0","0","0",,
Uniroyal Marine Exports Ltd,UNRYLMA,"Packaged Foods & Meats","7.8596335","11.53",,"0","0","0",,
Span Divergent Ltd,SDL,,"7.853992186","14.38",,"0","0","0",,
Jonjua Overseas Ltd,JONJUA,,"7.844743520000001","11.11",,"0","0","0",,
Tarini International Ltd,TARINI,"Renewable Energy","7.7988","6",,"0","0","0",,
Constronics Infra Ltd,CONSTRONIC,,"7.792973320999999","10.3",,"0","0","0",,
Kaarya Facilities & Services Ltd,KAARYAFSL,"0","7.760714140000001","8.3",,"0","0","0",,
Sun Retail Ltd,SUNRETAIL,"Agro Products","7.7584","0.51",,"0","0","0",,
Sri Amarnath Finance Ltd,AMARNATH,"Investment Banking & Brokerage","7.75446","7.77",,"0","0","0",,
Santosh Fine Fab Ltd,SANTOSHF,"Textiles","7.75412","23",,"0","0","0",,
Glittek Granites Ltd,GLITTEKG,"Building Products - Granite","7.7359012","3.05",,"0","0","0",,
GSB Finance Ltd,GSBFIN,"Investment Banking & Brokerage","7.728","12.24",,"0","0","0",,
Svarnim Trade Udyog Ltd,SNIM,,"7.7200125","31.75",,"0","0","0",,
AVI Products India Ltd,APIL,"Commodities Trading","7.7149474200000006","31",,"0","0","0",,
Southern Infosys Ltd,SOUTHERNIN,"IT Services & Consulting","7.6806","14.56",,"0","0","0",,
Longview Tea Co Ltd,LONTE,"Tea & Coffee","7.6380785","25.9",,"0","0","0",,
Duke Offshore Ltd,DUKEOFS,"Oil & Gas - Equipment & Services","7.6294728","8.12",,"0","0","0",,
Jayatma Industries Ltd,JAYIND,"Textiles","7.625384","12.35",,"0","0","0",,
Amforge Industries Ltd,AMFORG,"Consumer Finance","7.6108351480000005","6.29",,"0","0","0",,
Premier Ltd,PREMIER,"Industrial Machinery","7.5931425","2.5",,"0","0","0",,
Kkalpana Plastick Limited,KKPLASTICK,"Plastic Products","7.540921740000001","12.98",,"0","0","0",,
SC Agrotech Ltd,SCAGRO,"Agro Products","7.48176","11.9",,"0","0","0",,
Adinath Exim Resources Ltd,ADIEXRE,"Consumer Finance","7.4461284","17",,"0","0","0",,
Jointeca Education Solutions Ltd,JOINTECAED,"Software Services","7.4413679","7.43",,"0","0","0",,
Shyam Telecom Ltd,SHYAMTEL,"Telecom Equipments","7.4382","7",,"0","0","0",,
Kay Power and Paper Ltd,KAYPOWR,"Paper Products","7.43736","6.4",,"0","0","0",,
Dhanuka Realty Ltd,DRL,"Real Estate","7.4304384","9.6",,"0","0","0",,
Raunaq Epc International Ltd,RAUNAQEPC,,"7.4186562170000006","22.19",,"0","0","0",,
Easun Reyrolle Ltd,EASUNREYRL,"Power Transmission & Distribution","7.39059384","2.4",,"0","0","0",,
Goenka Business & Finance Ltd,GBFL,"Diversified Financials","7.3710567","5.46",,"0","0","0",,
Yaan Enterprises Ltd,YAANENT,,"7.347","23.7",,"0","0","0",,
Peeti Securities Ltd,PEETISEC,"Textiles","7.3395328","19.57",,"0","0","0",,
Jolly Merchants Ltd,RGRL,"Agricultural & Farm Machinery","7.338856","8.35",,"0","0","0",,
Shree Ganesh Elastoplast Ltd,SHGANEL,,"7.328664","13.95",,"0","0","0",,
Minaxi Textiles Ltd,MINAXI,"Textiles","7.313568","1.44",,"0","0","0",,
Purshottam Investofin Ltd,PURSHOTTAM,,"7.30151415","11.62",,"0","0","0",,
ABC Gas (International) Ltd,ABCGAS,"Metals - Copper","7.2864","38.43",,"0","0","0",,
Indo-City Infotech Ltd,INDOCITY,"Diversified Financials","7.2696","6.81",,"0","0","0",,
Sarda Proteins Ltd,SRDAPRT,"Packaged Foods & Meats","7.266039","44.2",,"0","0","0",,
Golkonda Aluminium Extrusions Ltd,GOLKONDA,"Metals - Aluminium","7.261383402","14",,"0","0","0",,
Shukra Jewellery Ltd,SHUKJEW,"Precious Metals, Jewellery & Watches","7.2478752","5.34",,"0","0","0",,
Mega Fin (India) Ltd,MEGFI,"Diversified Financials","7.24774629069514","8.87",,"0","0","0",,
Alps Industries Ltd,ALPSINDUS,"Textiles","7.2361085","1.9",,"0","0","0",,
ANS Industries Ltd,ANSINDUS,"Packaged Foods & Meats","7.219368","7.8",,"0","0","0",,
Kabra Commercial Ltd,KCL,"Commodities Trading","7.2177","24.55",,"0","0","0",,
Premier Synthetics Ltd,PREMSYN,"Textiles","7.2067308","15.68",,"0","0","0",,
Omni AX's Software Ltd,OMNIAX,"Software Services","7.197441262000001","4.38",,"0","0","0",,
Polycon International Ltd,POLYCON,"Plastic Products","7.1967552","14.01",,"0","0","0",,
Shree Salasar Investments Ltd,SALSAIN,"Investment Banking & Brokerage","7.146846","13.23",,"0","0","0",,
Jain Marmo Industries Ltd,JAINMARMO,"Building Products - Granite","7.137768","22.8",,"0","0","0",,
Arunis Abode Ltd,ARUNIS,,"7.137","23.79",,"0","0","0",,
Kumbhat Financial Services Ltd,KUMPFIN,"Diversified Financials","7.12975","15.05",,"0","0","0",,
Vitesse Agro Ltd,VITESSE,"Agro Products","7.112049744","16",,"0","0","0",,
Catvision Ltd,CATVISION,"Communication & Networking","7.0842264","12.6",,"0","0","0",,
Bangalore Fort Farms Ltd,BFFL,,"7.0695162","14.73",,"0","0","0",,
Lords Ishwar Hotels Ltd,LORDSHOTL,"Hotels, Resorts & Cruise Lines","7.05915","9.25",,"0","0","0",,
Computer Point Ltd,COMPUPN,"IT Services & Consulting","7.0503055","2.31",,"0","0","0",,
Ramgopal Polytex Ltd,RAMGOPOLY,"Commodities Trading","7.047","5.1",,"0","0","0",,
Creative Eye Ltd,CREATIVEYE,"Movies & TV Serials","7.0203875","3.7",,"0","0","0",,
Univa Foods Ltd,UNIVAFOODS,"Hotels, Resorts & Cruise Lines","7.018172","4.9",,"0","0","0",,
OTCO International Ltd,OTCO,"IT Services & Consulting","7.0027848","5.76",,"0","0","0",,
Mafia Trends Ltd,MAFIA,,"7.00057545","15.79",,"0","0","0",,
IGC Industries Ltd,IGCIL,"Textiles","7","31.25",,"0","0","0",,
Madhusudan Securities Ltd,MADHUSE,"Investment Banking & Brokerage","6.973780573999999","8.11",,"0","0","0",,
Sanathnagar Enterprises Ltd,SEL,"Real Estate","6.94575","23.15",,"0","0","0",,
Northlink Fiscal and Capital Services Ltd,NORTHLINK,"Construction & Engineering","6.86175","13.72",,"0","0","0",,
Garodia Chemicals Ltd,GARODCH,"Commodity Chemicals","6.84019","9.5",,"0","0","0",,
Kanungo Financiers Ltd,KANUNGO,"0","6.8351500000000005","3.84",,"0","0","0",,
Fone4 Communications(India) Ltd,FONE4,,"6.82","4",,"0","0","0",,
Flora Corporation Ltd,FLORACORP,,"6.79495475","8.16",,"0","0","0",,
HDFC NiftyY200 Momentum 30 ETF,HDFCMOMENT,"Equity","6.758470765","218.47",,"0","0","0",,
Nagarjuna Agri Tech Ltd,NAGTECH,"Agro Products","6.7551211","7.21",,"0","0","0",,
JD Orgochem Ltd,JDORGOCHEM,"Specialty Chemicals","6.74425","5.34",,"0","0","0",,
DQ Entertainment International Ltd,DQE,"Animation","6.739055","0.85",,"0","0","0",,
Milestone Global Ltd,MILESTONE,,"6.72345","14.07",,"0","0","0",,
Niraj Ispat Industries Ltd,NIRAJISPAT,"Textiles","6.72",,,"0","0","0",,
Unitech International Ltd,UNITINT,"Commodities Trading","6.7169655","6.17",,"0","0","0",,
Shaba Chemicals Ltd,SHABCHM,"Diversified Chemicals","6.7003608","22.89",,"0","0","0",,
Sharanam Infraproject and Trading Ltd,SIPTL,"Real Estate","6.700134","0.93",,"0","0","0",,
Shashwat Furnishing Solutions Ltd,SFSL,,"6.6816","32",,"0","0","0",,
Galaxy Agrico Exports Ltd,GALAGEX,"Industrial Machinery","6.6378366","24",,"0","0","0",,
Ambassador Intra Holdings Ltd,AIHL,"Textiles","6.62794378","31.7",,"0","0","0",,
Bijoy Hans Ltd,BIJHANS,"Pharmaceuticals","6.6000462","22",,"0","0","0",,
Zicom Electronic Security Systems Ltd,ZICOM,"Electronic Equipments","6.5958625600000005","1.6",,"0","0","0",,
Heera Ispat Ltd,HEERAISP,"Iron & Steel","6.5769704","11.14",,"0","0","0",,
Mini Diamonds (India) Ltd,MINID,"Precious Metals, Jewellery & Watches","6.574311671999999","18.07",,"0","0","0",,
United Credit Ltd,UNITDCR,,"6.558550113","12.06",,"0","0","0",,
Step Two Corporation Ltd,STEP2COR,"Investment Banking & Brokerage","6.5493366","15.4",,"0","0","0",,
Hira Automobiles Ltd,HIRAUTO,"Four Wheelers","6.52014592","23.68",,"0","0","0",,
Decorous Investment and Trading Co Ltd,DITCO,"Real Estate","6.48255","17.86",,"0","0","0",,
Senthil Infotek Ltd,SENINFO,"IT Services & Consulting","6.4741","12.82",,"0","0","0",,
Janus Corporation Ltd,JANUSCORP,,"6.454462","4.58",,"0","0","0",,
Technofab Engineering Ltd,TECHNOFAB,"Construction & Engineering","6.45135","6.15",,"0","0","0",,
Mayukh Dealtrade Ltd,MAYUKH,"Investment Banking & Brokerage","6.4512","10.4",,"0","0","0",,
Panache Innovations Ltd,PANABYTE,"Commodities Trading","6.44452","14.68",,"0","0","0",,
Moongipa Capital Finance Ltd,MONGIPA,"Consumer Finance","6.4425732","22.14",,"0","0","0",,
Sophia Traexpo Ltd,STRAEXPO,"0","6.4158","12.58",,"0","0","0",,
Modella Woollens Ltd,MODWOOL,"Textiles","6.39275","70",,"0","0","0",,
Simplex Mills Company Ltd,SIMPLXMIL,"Textiles","6.383801060000001","2234",,"0","0","0",,
Padam Cotton Yarns Ltd,PADAMCO,"Textiles","6.367212","15.87",,"0","0","0",,
Gratex Industries Ltd,GRATEXI,"Commodities Trading","6.327558","20.84",,"0","0","0",,
Hittco Tools Ltd,HITTCO,"Industrial Machinery","6.32610429","11.3",,"0","0","0",,
ICICI Prudential Nifty Infrastructure ETF,ICICIINFRA,"Equity","6.324786144","60.51",,"0","0","0",,
Genomic Valley Biotech Ltd,GVBL,"Biotechnology","6.322815","20.7",,"0","0","0",,
Stratmont Industries Ltd,STRATMONT,,"6.296184","18",,"0","0","0",,
Mukta Agriculture Ltd,MUKTA,"Commodities Trading","6.28771359","2.91",,"0","0","0",,
Quantum Build-Tech Ltd,QUANTBUILD,,"6.2664075","2.5",,"0","0","0",,
Seven Hill Industries Ltd,SEVENHILL,"Diversified Financials","6.241536","0.49",,"0","0","0",,
Ushakiran Finance Ltd,USHAKIRA,"Diversified Financials","6.234025","23.28",,"0","0","0",,
Krishna Capital and Securities Ltd,KRISHNACAP,"Investment Banking & Brokerage","6.2157312","19.68",,"0","0","0",,
Motilal Oswal S&P BSE Enhanced Value ETF,MOVALUE,"Equity","6.174690856","56.54",,"0","0","0",,
Coral Newsprints Ltd,CORNE,"Paper Products","6.1693467","12.5",,"0","0","0",,
ADITYA BSL Nifty 200 Momentum 30 ETF,MOMENTUM,"Equity","6.166183576","21.76",,"0","0","0",,
Manipal Finance Corp Ltd,MNPLFIN,"Consumer Finance","6.151625374","7.34",,"0","0","0",,
Ashish Polyplast Ltd,ASHISHPO,"Building Products - Pipes","6.149475","17.95",,"0","0","0",,
Chemiesynth (Vapi) Ltd,CHEMIESYNT,"Specialty Chemicals","6.14","20",,"0","0","0",,
Nihar Info Global Ltd,NIHARINF,,"6.130163572","5.6",,"0","0","0",,
Transwind Infrastructures Ltd,TRANSWIND,"Construction & Engineering","6.120435","9.15",,"0","0","0",,
Haria Apparels Ltd,HARIAAPL,"Textiles","6.11592","4.09",,"0","0","0",,
Ganesh Films India Ltd,GFIL,"Movies & TV Serials","6.096575468","19.3",,"0","0","0",,
TeleCanor Global Ltd,TELECANOR,,"6.09413899","5.54",,"0","0","0",,
Corporate Merchant Bankers Ltd,CMBL,"Investment Banking & Brokerage","6.0786","18.42",,"0","0","0",,
Rander Corp Ltd,RANDER,"Real Estate","6.069804","5",,"0","0","0",,
Gemstone Investments Ltd,GEMSI,"Consumer Finance","6.05475","0.81",,"0","0","0",,
Silver Pearl Hospitality & Luxury Spaces Ltd,SILVERPRL,,"6.04681","7.7",,"0","0","0",,
P M Telelinnks Ltd,PMTELELIN,"Commodities Trading","6.045","6.2",,"0","0","0",,
Bazel International Ltd,BAZELINTER,"Investment Banking & Brokerage","6.0250945","32.43",,"0","0","0",,
Tamil Nadu Steel Tubes Ltd,TNSTLTU,"Building Products - Pipes","6.02164","11.2",,"0","0","0",,
GCM Capital Advisors Ltd,GCMCAPI,"Investment Banking & Brokerage","6.0137","3.36",,"0","0","0",,
Umiya Tubes Ltd,UMIYA,,"6.0040002","6.3",,"0","0","0",,
C & C Constructions Ltd,CANDC,"Construction & Engineering","5.979637275","2.35",,"0","0","0",,
Perfect-Octave Media Projects Ltd,OCTAVE,,"5.9684172","1.72",,"0","0","0",,
Hindustan Bio Sciences Ltd,HINDBIO,"Biotechnology","5.9659656","6.09",,"0","0","0",,
Viaan Industries Ltd,VIAANINDUS,"Commodities Trading","5.9531274","0.54",,"0","0","0",,
Rajath Finance Ltd,RAJATH,"Diversified Financials","5.916","14.79",,"0","0","0",,
Gowra Leasing and Finance Ltd,GOWRALE,"Consumer Finance","5.9015901","19.67",,"0","0","0",,
Kandagiri Spinning Millis Ltd,KANDAGIRI,"Textiles","5.85086","15.2",,"0","0","0",,
Shree Precoated Steels Ltd,SPSL,"Real Estate","5.83726182","14.13",,"0","0","0",,
Siddha Ventures Ltd,SIDDHA,"Investment Banking & Brokerage","5.828834","5.91",,"0","0","0",,
Yogi Infra Projects Ltd,YOGISUNG,"Construction & Engineering","5.811801","3.32",,"0","0","0",,
Unjha Formulations Ltd,UNJHAFOR,"FMCG - Personal Products","5.806728","12.45",,"0","0","0",,
RLF Ltd,RLF,"Textiles","5.79355214","5.62",,"0","0","0",,
Gagan Gases Ltd,GAGAN,"Oil & Gas - Storage & Transportation","5.78368","12.91",,"0","0","0",,
Fabino Life Sciences Ltd,FABINO,,"5.775","27.5",,"0","0","0",,
Universal Office Automation Ltd,UNIOFFICE,"Industrial Machinery","5.729200226","3.99",,"0","0","0",,
Motilal Oswal S&P BSE Quality ETF,MOQUALITY,"Equity","5.722810688","135.63",,"0","0","0",,
Devine Impex Ltd,DEVINE,"Commodities Trading","5.71932","6",,"0","0","0",,
Jattashankar Industries Ltd,JATTAINDUS,"Textiles","5.7120042","13.02",,"0","0","0",,
Motilal Oswal S&P BSE Healthcare ETF,MOHEALTH,"Equity","5.7107817","26.99",,"0","0","0",,
S K S Textiles Ltd,SKSTEXTILE,"Textiles","5.687717565","17.45",,"0","0","0",,
Typhoon Financial Services Ltd,TFSL,"Diversified Financials","5.686137","18.95",,"0","0","0",,
AVI Polymers Ltd,AVI,"Commodities Trading","5.686073","13.5",,"0","0","0",,
Rajputana Investment & Finance Ltd,RAJPUTANA,"Investment Banking & Brokerage","5.67028","18.41",,"0","0","0",,
Neelkanth Rock-Minerals Ltd,NEELKAN,"Building Products - Granite","5.6691188","11.24",,"0","0","0",,
UTL Industries Ltd,UTLINDS,"Iron & Steel","5.66826","1.86",,"0","0","0",,
SDC Techmedia Ltd,SDC,"Movies & TV Serials","5.648475","8.7",,"0","0","0",,
HDFC Nifty100 Low Volatility 30 ETF,HDFCLOWVOL,"Equity","5.647267751999999","150.5",,"0","0","0",,
Flora Textiles Ltd,FLORATX,"Textiles","5.64","9.4",,"0","0","0",,
Hasti Finance Ltd,HASTIFIN,,"5.6366596","5.2",,"0","0","0",,
Subhash Silk Mills Ltd,SUBSM,"Textiles","5.6356245","13.29",,"0","0","0",,
Alchemist Corporation Ltd,ALCHCORP,,"5.626911285","11.89",,"0","0","0",,
Relic Technologies Ltd,RELICTEC,"Diversified Financials","5.616","16.38",,"0","0","0",,
Amanaya Ventures Ltd,AMANAYA,,"5.6085","15",,"0","0","0",,
Citi Port Financial Services Ltd,CITIPOR,"Diversified Financials","5.5955","18.05",,"0","0","0",,
Pradip Overseas Ltd,PRADIP,"Textiles","5.570621045","1.05",,"0",,,,
BKM Industries Ltd,BKMINDST,"Packaging","5.57039425","0.8",,"0","0","0",,
Aris International Ltd,ARISINT,"IT Services & Consulting","5.5665","37.11",,"0","0","0",,
Agio Paper & Industries Ltd,AGIOPAPER,"Paper Products","5.5471376","3.27",,"0","0","0",,
Blue Chip India Ltd,BLUECHIP,"Asset Management","5.530434","1",,"0","0","0",,
SBL Infratech Ltd,SBLI,,"5.515824729999999","66.83",,"0","0","0",,
KOBO Biotech Ltd,KOBO,,"5.503575","2.35",,"0","0","0",,
RCI Industries & Technologies Ltd,RCIIND,"Metals - Copper","5.502421665","3.51",,"0","0","0",,
Omnipotent Industries Ltd,OMNIPOTENT,,"5.49945","9",,"0","0","0",,
Oswal Overseas Ltd,OSWALOR,"Sugar","5.4789704","4.24",,"0","0","0",,
Navoday Enterprises Ltd,NAVODAYENT,,"5.47268","7.35",,"0","0","0",,
Transpact Enterprises Ltd,TRANSPACT,"Health Care Equipment & Supplies","5.43935745","140.65",,"0","0","0",,
Kotak Nifty MNC ETF,KOTAKMNC,"Equity","5.40821454","22.35",,"0","0","0",,
Wherrelz IT Solutions Ltd,WITS,,"5.4057","138.75",,"0","0","0",,
Haria Exports Ltd,HARIAEXPO,"Commodities Trading","5.37075","4.74",,"0","0","0",,
Kotak Nifty India Consumption ETF,KOTAKCONS,"Equity","5.369101517","85.6",,"0","0","0",,
Modern Shares and Stockbrokers Ltd,MODRNSH,"Investment Banking & Brokerage","5.366889875","18.5",,"0","0","0",,
Adline Chem Lab Ltd,ADLINE,,"5.36445","9.17",,"0","0","0",,
KMF Builders and Developers Ltd,KMFBLDR,"Real Estate","5.36008","4.18",,"0","0","0",,
F G P Ltd,FGP,"Business Support Services","5.35277295","4.47",,"0","0","0",,
Vaghani Techno Build Ltd,VAGHANI,"Real Estate","5.3244","10.2",,"0","0","0",,
Brawn Biotech Ltd,BRAWN,,"5.3225322","16.93",,"0","0","0",,
ADITYA BSL Nifty 200 Quality 30 ETF,NIFTYQLITY,"Equity","5.3081630099999995","16.24",,"0","0","0",,
CHD Chemicals Ltd,CHDCHEM,"Commodities Trading","5.307267","5.26",,"0","0","0",,
Miven Machine Tools Ltd,MIVENMACH,"Industrial Machinery","5.3011775","16.9",,"0","0","0",,
MFS Intercorp Ltd,MFSINTRCRP,"Iron & Steel","5.2850278","11.66",,"0","0","0",,
Perfect Infraengineers Ltd,PERFECT,"Home Electronics & Appliances","5.2668","20.95",,"0","0","0",,
Thirani Projects Ltd,TPROJECT,"Investment Banking & Brokerage","5.2553475","2.6",,"0","0","0",,
Jayatma Enterprises Ltd,JAYATMA,"Business Support Services","5.25","18",,"0","0","0",,
Vas Infrastructure Ltd (cn),VASINFRA,,"5.2499018","3.47",,"0","0","0",,
Golden Carpets Ltd,GOLCA,"Textiles","5.244048472","8.08",,"0","0","0",,
Neo Infracon Ltd,NEOINFRA,"Real Estate","5.2378116","9.75",,"0","0","0",,
Incon Engineers Ltd,INCON,"Industrial Machinery","5.2141555","12.05",,"0","0","0",,
Lakshmi Precision Screws Ltd,LAKPRE,"Industrial Machinery","5.197291825","4.95",,"0","0","0",,
Looks Health Services Ltd,LOOKS,"Health Care Equipment & Supplies","5.187","4.99",,"0","0","0",,
Milestone Furniture Ltd,MILEFUR,"Business Support Services","5.178429","5.84",,"0","0","0",,
Raghunath International Ltd,RAGHUNAT,"Real Estate","5.150206","10.3",,"0","0","0",,
Nexus Surgical and Medicare Ltd,NEXUSSURGL,,"5.1381141","9.37",,"0","0","0",,
Olympic Oil Industries Ltd,OLYOI,"Paper Products","5.1372","18",,"0","0","0",,
First Custodian Fund (India) Ltd,1STCUS,"Investment Banking & Brokerage","5.127","34.18",,"0","0","0",,
