Name,Ticker,"Sub-Sector","Market Cap","Earnings Quality Rank","Fundamental Score","Price Momentum Rank","Price to Intrinsic Value Rank","Value Momentum Rank"
UTL Industries Ltd,UTLINDS,"Iron & Steel","5.60235","6",,"12",,"5"
Vaghani Techno Build Ltd,VAGHANI,"Real Estate","5.60106",,,,,
Gagan Gases Ltd,GAGAN,"Oil & Gas - Storage & Transportation","5.5803475",,,,,
Modern Shares and Stockbrokers Ltd,MODRNSH,"Investment Banking & Brokerage","5.57499975",,,,,
Incon Engineers Ltd,INCON,"Industrial Machinery","5.5733048",,,,,
Pradip Overseas Ltd,PRADIP,"Textiles","5.570621045","24","5.132098765432099",,,
BKM Industries Ltd,BKMINDST,"Packaging","5.57039425",,,,,
Aris International Ltd,ARISINT,"IT Services & Consulting","5.5665",,,,,
F G P Ltd,FGP,"Business Support Services","5.5311987149999995","10",,,,
Hasti Finance Ltd,HASTIFIN,,"5.5282623","13",,,,
Golden Carpets Ltd,GOLCA,"Textiles","5.51663515",,,,,
Transpact Enterprises Ltd,TRANSPACT,"Health Care Equipment & Supplies","5.491566",,,,,
RCI Industries & Technologies Ltd,RCIIND,"Metals - Copper","5.48674525","36",,"16",,"1"
Milestone Furniture Ltd,MILEFUR,"Business Support Services","5.48523",,,,,
Oswal Overseas Ltd,OSWALOR,"Sugar","5.4789704",,,,,
Coral Newsprints Ltd,CORNE,"Paper Products","5.456916",,,,,
Omnipotent Industries Ltd,OMNIPOTENT,,"5.445","1",,,,
Nexus Surgical and Medicare Ltd,NEXUSSURGL,,"5.4445405","20",,"7",,"1"
GCM Capital Advisors Ltd,GCMCAPI,"Investment Banking & Brokerage","5.4208","10",,,,
Miven Machine Tools Ltd,MIVENMACH,"Industrial Machinery","5.412307",,,,,
Kotak Nifty MNC ETF,KOTAKMNC,"Equity","5.40821454",,,,,
Wherrelz IT Solutions Ltd,WITS,,"5.4057",,,,,
KMF Builders and Developers Ltd,KMFBLDR,"Real Estate","5.396626",,,,,
First Custodian Fund (India) Ltd,1STCUS,"Investment Banking & Brokerage","5.394",,,,,
Perfect Infraengineers Ltd,PERFECT,"Home Electronics & Appliances","5.3922",,,,,
MFS Intercorp Ltd,MFSINTRCRP,"Iron & Steel","5.3801756",,,,,
Arihant's Securities Ltd,ARISE,"Diversified Financials","5.37",,,,,
Kotak Nifty India Consumption ETF,KOTAKCONS,"Equity","5.369101517",,,,,
CHD Chemicals Ltd,CHDCHEM,"Commodities Trading","5.3578124","1",,"17",,"12"
Super Bakers Ltd,SUPERBAK,"Packaged Foods & Meats","5.3542752",,,,,
Unjha Formulations Ltd,UNJHAFOR,"FMCG - Personal Products","5.331795",,,,,
Haria Exports Ltd,HARIAEXPO,"Commodities Trading","5.32455",,,,,
Agio Paper & Industries Ltd,AGIOPAPER,"Paper Products","5.321382",,,,,
Khandelwal Extractions Ltd,ZKHANDEN,"Packaged Foods & Meats","5.3165254",,,,,
ADITYA BSL Nifty 200 Quality 30 ETF,NIFTYQLITY,"Equity","5.3081630099999995",,,,,
SBL Infratech Ltd,SBLI,,"5.28542405",,,,,
Enterprise International Ltd,ENTRINT,"Textiles","5.2797574",,,,,
Atharv Enterprises Ltd,ATHARVENT,"Commodities Trading","5.27","10",,"35",,"13"
Welcure Drugs and Pharmaceuticals Ltd,WELCURE,"Pharmaceuticals","5.269719","18",,"6",,"1"
Blue Chip India Ltd,BLUECHIP,"Asset Management","5.2539123",,,,,
First Fintec Ltd,FIRSTFIN,,"5.24298852",,,,,
Thirani Projects Ltd,TPROJECT,"Investment Banking & Brokerage","5.235134625","34",,"9",,"49"
Vas Infrastructure Ltd (cn),VASINFRA,,"5.2347724","34",,,,
Amanaya Ventures Ltd,AMANAYA,,"5.215905",,,,,
Unishire Urban Infra Ltd,UNISHIRE,,"5.1883605",,,,,
Looks Health Services Ltd,LOOKS,"Health Care Equipment & Supplies","5.187",,,"11",,"3"
Brawn Biotech Ltd,BRAWN,,"5.1725172",,,,,
Progrex Ventures Ltd,PROGREXV,"Packaged Foods & Meats","5.172314",,,,,
Navoday Enterprises Ltd,NAVODAYENT,,"5.16436",,,,,
Neelkanth Rock-Minerals Ltd,NEELKAN,"Building Products - Granite","5.1597051",,,,,
Olympic Oil Industries Ltd,OLYOI,"Paper Products","5.1372","35",,,,
KOBO Biotech Ltd,KOBO,,"5.122375",,,"2",,"19"
Interactive Financial Services Ltd,IFINSER,"Investment Banking & Brokerage","5.12227",,,,,
Asia Capital Ltd,ASIACAP,"Investment Banking & Brokerage","5.11726",,,,,
S G N Telecoms Ltd,SGNTE,"Electrical Components & Equipments","5.0910237",,,,,
Sujana Universal Industries Ltd,SUJANAUNI,"Iron & Steel","5.06523216","21","2.0542168674698797",,,
Raghunath International Ltd,RAGHUNAT,"Real Estate","5.0652026",,,,,
K Z Leasing and Finance Ltd,KZLFIN,"Consumer Finance","5.0575156",,,,,
Pushpanjali Realms and Infratech Ltd,PUSHPREALM,"Real Estate","5.055555","37",,,,
Ace Engitech Ltd,ACEENGITEC,,"5.037685",,,,,
Aravali Securities and Finance Ltd,ARAVALIS,"Investment Banking & Brokerage","5.0007705","44",,"21",,"3"
Lakshmi Precision Screws Ltd,LAKPRE,"Industrial Machinery","4.978458485",,,"33",,
Shree Rajasthan Syntex Ltd,SHRAJSYNQ,"Textiles","4.973935263","59",,,,
NB Footwear Ltd,NBFOOT,"Apparel & Accessories","4.968",,,,,
Sybly Industries Ltd,SYBLY,"Textiles","4.9629059259999995","55",,,,
Ashram Online Com Ltd,ASHRAM,"Retail - Online","4.92",,,,,
Organic Coatings Ltd,ORGCOAT,"Specialty Chemicals","4.911744","60",,,,
Fraser and Co Ltd,FRASER,,"4.8965409",,,,,
Voltaire Leasing and Finance Ltd,VOLLF,,"4.896302",,,,,
Chemo Pharma Laboratories Ltd,CHEMOPH,"Pharmaceuticals","4.8825",,,,,
Adline Chem Lab Ltd,ADLINE,,"4.87305",,,,,
Innocorp Ltd,INNOCORP,"Plastic Products","4.8283712","14",,"67",,"54"
Mayur Floorings Ltd,MAYURFL,"Building Products - Granite","4.81764",,,,,
Jayatma Enterprises Ltd,JAYATMA,"Business Support Services","4.8",,,,,
Gretex Industries Ltd,GRETEX,"Apparel & Accessories","4.79094",,,,,
Parker Agro Chem Exports Ltd,PARKERAC,,"4.788558",,,,,
Shantai Industries Ltd,SHANTAI,,"4.7775",,,,,
Swagtam Trading and Services Ltd,SWAGTAM,"Real Estate","4.762",,,,,
Neo Infracon Ltd,NEOINFRA,"Real Estate","4.749586","79",,"13",,"6"
Datiware Maritime Infra Ltd,DATIWARE,,"4.74",,,,,
Shyama Infosys Ltd,SHYAMAINFO,"IT Services & Consulting","4.730268",,,,,
Jik Industries Ltd,JIKIND,"Housewares","4.721661815",,,,,
Sri Adhikari Brothers Television Network Ltd,SABTN,"TV Channels & Broadcasters","4.7175075",,,,,
Space Incubatrics Technologies Ltd,SPACEINCUBA,"IT Services & Consulting","4.67223876",,,,,
Tavernier Resources Ltd,TAVERNIER,"Precious Metals, Jewellery & Watches","4.66362","24",,,,
Clio Infotech Ltd,CLIOINFO,"Consumer Finance","4.624599",,,,,
Bansisons Tea Industries Ltd,BANSTEA,"Tea & Coffee","4.6209",,,,,
CDG Petchem Ltd,CDG,,"4.61625",,,,,
Garware Marine Industries Ltd,GARWAMAR,"Shipbuilding","4.6129472",,,"43",,
Aditya Ispat Ltd,ADITYA,"Iron & Steel","4.601",,,,,
Innovative Tyres & Tubes Ltd,INNOVATIVE,"Tires & Rubber","4.587848054999999","23",,"59",,"45"
Franklin Industries Ltd,FRANKLININD,"Investment Banking & Brokerage","4.587435",,,,,
G K Consultants Ltd,GKCONS,"Diversified Financials","4.5522126",,,,,
New Light Apparels Ltd,NEWLIGHT,,"4.54399987",,,,,
Servoteach Industries Ltd,SERVOTEACH,"Industrial Machinery","4.537995",,,,,
Kiran Print Pack Ltd,KIRANPR,"Stationery","4.5276245",,,,,
Infra Industries Ltd,INFRAIND,"Plastic Products","4.4454433",,,,,
Mahesh Developers Ltd,MAHESH,,"4.430184","89",,,,
Ind Renewable Energy Ltd,INDRENEW,"Renewable Energy Equipment & Services","4.4199456",,,,,
Sungold Capital Ltd,SUNGOLD,"Diversified Financials","4.4168364",,,,,
Gujarat Cotex Ltd,GUJCOTEX,"Textiles","4.41564","46",,"7",,"4"
Kuberan Global Edu Solutions Ltd,KGES,,"4.41319292",,,,,
EPIC Energy Ltd,EPIC,"Electrical Components & Equipments","4.399015","20",,"41",,"20"
Hiliks Technologies Ltd,HILIKS,,"4.398414",,,,,
Worldwide Aluminium Ltd,WWALUM,,"4.370779",,,,,
Amerise Biosciences Ltd,AMERISE,,"4.360554",,,,,
52 Weeks Entertainment Ltd,SHAQUAK,"Movies & TV Serials","4.36",,,"1",,"1"
Containerway International Ltd,CONTAINER,"Logistics","4.347238",,,,,
Aarcon Facilities Ltd,RBGUPTA,"Real Estate","4.34484",,,,,
Sikozy Realtors Ltd,SIKOZY,"Real Estate","4.324551",,,,,
Shangar Decor Ltd,SHANGAR,"Home Furnishing","4.3208612",,,,,
SW Investments Ltd,SW1,"Consumer Finance","4.32",,,,,
Starlit Power Systems Ltd,STARLIT,"Batteries","4.317827514",,,,,
Woodsvilla Ltd,WOODSVILA,"Hotels, Resorts & Cruise Lines","4.312038",,,,,
Dhanvantri Jeevan Rekha Ltd,ZDHJERK,"Hospitals & Diagnostic Centres","4.3074184",,,,,
Vasa Retail and Overseas Ltd,VASA,"Textiles","4.28467325","21",,,,
Mathew Easow Research Securities Ltd,MATHEWE,,"4.2826","7",,,,
Simplex Papers Ltd,SIMPLXPAP,"Paper Products","4.26889122",,,,,
VB Industries Ltd,VBIND,"Diversified Financials","4.26008375","13",,"44",,"56"
Ganga Pharmaceuticals Ltd,GANGAPHARM,"Pharmaceuticals","4.22396",,,,,
Starlite Components Ltd,STARLITE,"Electrical Components & Equipments","4.2237","19",,,,
Shricon Industries Ltd,SHRICON,"Real Estate","4.19864","15",,,,
V B Desai Financial Services Ltd,VBDESAI,"Investment Banking & Brokerage","4.19735403",,,,,
JMG Corp Ltd,JMGCORP,"IT Services & Consulting","4.1684211",,,,,
Jagsonpal Finance and Leasing Ltd,JAGSONFI,"Investment Banking & Brokerage","4.1638028",,,,,
Explicit Finance Ltd,EXPLICITFIN,"Investment Banking & Brokerage","4.1611524","61",,,,
Multipurpose Trading and Agencies Ltd,ZMULTIPU,"Specialized Finance","4.158",,,,,
Crimson Metal Engineering Company Ltd,CRIMSON,"Iron & Steel","4.144801752",,,,,
HB Leasing and Finance Co Ltd,HBLEAS,"Diversified Financials","4.137461394",,,,,
Sunraj Diamond Exports Ltd,SUNRAJDI,"Precious Metals, Jewellery & Watches","4.13106",,,,,
J J Finance Corporation Ltd,JJFINCOR,"Diversified Financials","4.089",,,,,
Rajkot Investment Trust Ltd,RAJKOTINV,"Investment Banking & Brokerage","4.076",,,,,
Chamak Holdings Ltd,CHAMAK,"Plastic Products","4.05625",,,,,
Ceenik Exports (India) Ltd,CEENIK,"Textiles","4.04345",,,,,
Polytex India Ltd,POLYTEX,"Diversified Financials","4.0365",,,,,
Rama Petrochemicals Ltd,RAMAPETRO,,"3.9679026",,,,,
Mahaveer Infoway Ltd,MINFY,"IT Services & Consulting","3.96648",,,,,
Virtualsoft Systems Ltd,VIRTUALS,"Telecom Infrastructure","3.9336832",,,,,
Sudal Industries Ltd,SUDAI,,"3.927046994",,,,,
CKP Leisure Ltd,CKPLEISURE,"Hotels, Resorts & Cruise Lines","3.901932",,,,,
Nippon India ETF Shariah BeES,SHARIABEES,"Equity","3.899409808",,,,,
Pankaj Piyush Trade and Investment Ltd,PANKAJPIYUS,"Investment Banking & Brokerage","3.88",,,,,
Tci Finance Ltd,TCIFINANCE,"Diversified Financials","3.8617479","57",,,,
Epsom Properties Ltd,EPSOMPRO,"Real Estate","3.8605504",,,,,
Futuristic Securities Ltd,FUTURSEC,"Investment Banking & Brokerage","3.85515",,,,,
Scintilla Commercial & Credit Ltd,SCC,,"3.850666368","6",,,,
Superior Finlease Ltd,SUPERIOR,,"3.84128","69",,"1",,"56"
Ramchandra Leasing and Finance Ltd,RLFL,"Diversified Financials","3.83715","15",,"22",,"18"
Gujarat Metallic Coal & Coke Ltd,GMETCOAL,"Commodities Trading","3.82266994",,,,,
Trio Mercantile And Trading Ltd,TRIOMERC,"Commodities Trading","3.804449824","5",,"14",,"6"
NCC Blue Water Products Ltd,NCCBLUE,"Packaged Foods & Meats","3.7975",,,,,
Konndor Industries Ltd,KONNDOR,,"3.7965216",,,,,
Rajasthan Gases Ltd,RAJGASES,,"3.7777814",,,,,
Richfield Financial Services Ltd,RFSL,"Investment Banking & Brokerage","3.7726006",,,,,
Stanpacks India Ltd,STANPACK,"Packaging","3.712464",,,,,
Anna Infrastructures Ltd,ANNAINFRA,"Real Estate","3.705",,,,,
Chandni Machines Ltd,CHANDNIMACH,"Commodities Trading","3.695410785",,,,,
Gujarat Inject Kerala Ltd,GUJINJEC,"Diversified Chemicals","3.688947",,,,,
MPAgro Industries Ltd,MPAGI,"Fertilizers & Agro Chemicals","3.6854853899999998",,,,,
United Textiles Ltd,UNITEDTE,"Textiles","3.669",,,,,
Vintage Securities Ltd,VINTAGES,"Consumer Finance","3.6594664",,,,,
Jumbo Bag Ltd,JUMBO,"Packaging","3.64255950000003","35",,"90","100","99"
Sashwat Technocrats Ltd,SASHWAT,"Software Services","3.6411103700000003",,,,,
Inertia Steel Ltd,INERTIAST,,"3.616308",,,,,
Eureka Industries Ltd,EUREKAI,"Textiles","3.605","1",,"1",,"8"
Galada Finance Ltd,GALADAFIN,"Investment Banking & Brokerage","3.6",,,,,
Wagend Infra Venture Ltd,WAGEND,"Specialized Finance","3.5815",,,"14",,"15"
Fundviser Capital (India) Ltd,FUNDVISER,,"3.57561",,,,,
Bharatiya Global Infomedia Ltd,BGLOBAL,"IT Services & Consulting","3.56469975","23",,,,
Vision Corporation Ltd,VISIONCO,"Movies & TV Serials","3.5546778",,,"2",,
Euro Ceramics Ltd,EUROCERA,"Building Products - Ceramics","3.54685165471545",,,,,
Mega Nirman & Industries Ltd,MNIL,"Cement","3.523396755","4",,"29",,"18"
Edelweiss Nifty 50 ETF,NIFTYEES,"Equity","3.5215454999999998",,,,,
Aadi Industries Ltd,AADIIND,"Stationery","3.51","10",,"21",,"3"
Adishakti Loha & Ispat Ltd,ADISHAKTI,,"3.50966",,,,,
Hi-Klass Trading and Investment Ltd,HIKLASS,,"3.4913688",,,,,
Sab Events & Governance Now Media Ltd,SABEVENTS,"Publishing","3.4596246299999995",,,,,
Oscar Global Ltd,OSCARGLO,"Apparel & Accessories","3.4518",,,,,
Euro Multivision Ltd,EUROMULTI,"Technology Hardware","3.4510071049999995","35",,,,
Maruti Securities Ltd,MARUTISE,"Investment Banking & Brokerage","3.450207",,,,,
Esha Media Research Ltd,ESHAMEDIA,"Advertising","3.4272422700000003",,,,,
Richa Industries Ltd,RICHAIND,"Construction & Engineering","3.39735",,,"10",,
Invesco India Nifty Exchange Traded Fund,IVZINNIFTY,"Equity","3.37218525",,,,,
GCM Commodity & Derivatives Ltd,GCMCOMM,"Investment Banking & Brokerage","3.371858",,,,,
Cindrella Financial Services Ltd,CINDRELL,"Diversified Financials","3.35712",,,,,
Spectra Industries Ltd,SPECTRA,"Auto Parts","3.3481305","81",,,,
Shukra Bullions Ltd,SKRABUL,,"3.3452051",,,,,
Mipco Seamless Rings Gujarat Ltd,MPCOSEMB,,"3.3446184",,,,,
Narmada Macplast Drip Irrigation Systems Ltd,NARMP,"Agricultural & Farm Machinery","3.340406",,,,,
Systematix Securities Ltd,SYTIXSE,"Diversified Financials","3.325",,,,,
Kome-on Communication Ltd,KOCL,"Movies & TV Serials","3.316791647",,,,,
Pankaj Polymers Ltd,PANKAJPO,"Packaging","3.3152522",,,,,
Padmalaya Telefilms Ltd,PADMALAYAT,"Movies & TV Serials","3.315",,,"1",,"1"
Priya Ltd,PRIYALT,,"3.3115369",,,,,
Patidar Buildcon Ltd,PATIDAR,"Real Estate","3.30584257","21",,,,
Rajeswari Infrastructure Ltd,RAJINFRA,"Construction & Engineering","3.3019473","23",,,,
Gravity (India) Ltd,GRAVITY,"Textiles","3.2767098",,,,,
Shyamkamal Investments Ltd,SHYMINV,,"3.27455",,,,,
Mahalaxmi Seamless Ltd,MAHALXSE,"Iron & Steel","3.274468","10",,,,
R J Biotech Ltd,RJBIOTECH,"Seeds","3.266322","1",,,,
Union Quality Plastics Ltd,UNQTYMI,"Plastic Products","3.266115",,,,,
Jainco Projects (India) Ltd,JAINCO,"Consumer Finance","3.26","20",,"14",,"4"
iStreet Network Ltd,ISTRNETWK,"Retail - Online","3.2589","9",,"16",,"1"
Talwalkars Healthclubs Ltd,TALWGYM,"Wellness Services","3.2576498217727696",,,,,
Ozone World Ltd,VASUDHAGAM,,"3.2404238640000003",,,,,
Arcee Industries Ltd,ARCEEIN,"Plastic Products","3.211735625",,,,,
Taparia Tools Ltd,TAPARIA,"Industrial Machinery","3.1875375",,,,,
Prashant India Ltd,PRSNTIN,"Textiles","3.1638759210000003","14",,,,
Nippon India ETF Dividend Opportunities,DIVOPPBEES,"Equity","3.13730683",,,,,
Confidence Finance and Trading Ltd,CONFINT,"Investment Banking & Brokerage","3.1365",,,,,
Shri Kalyan Holdings Ltd,SHKALYN,"Investment Banking & Brokerage","3.12380011187857",,,,,
Suryo Foods and Industries Ltd,SURFI,"Packaged Foods & Meats","3.11652",,,,,
Standard Shoe Sole and Mould (India) Ltd,STDSHOE,"Commodity Chemicals","3.1089",,,,,
Suncity Synthetics Ltd,SUNCITYSY,"Textiles","3.1010166",,,,,
Gangotri Textiles Ltd,GANGOTRI,"Apparel & Accessories","3.09839023",,,,,
GB Global Ltd,GBGLOBAL,"Textiles","3.08229435","1",,,,
International Data Management Ltd,IDM,"IT Services & Consulting","3.08",,,,,
Source Industries (India) Ltd,SOURCEIND,"Textiles","3.0788397","13",,,,
Elango Industries Ltd,ELANGO,"Power Infrastructure","3.0719605","46",,,,
IMP Powers Ltd,INDLMETER,"Heavy Electrical Equipments","3.0659798649999996","17",,,,
N2N Technologies Ltd,NNTL,,"3.063437481","74",,,,
Tiaan Consumer Ltd,TIAANC,"Pharmaceuticals","3.06016647","7",,"2",,"3"
Mahasagar Travels Ltd,MHSGRMS,"Tour & Travel Services","3.0589015",,,,,
Karnimata Cold Storage Ltd,KCSL,"Logistics","3.05273820557929",,,,,
Aananda Lakshmi Spinning Mills Ltd,AANANDALAK,"Textiles","3.04786417",,,,,
Capfin India Ltd,CAPFIN,"Specialized Finance","3.0079350000000002",,,,,
Rahul Merchandising Ltd,RAHME,"Textiles","3.006486",,,,,
Pioneer Agro Extracts Ltd,PIONAGR,"Packaged Foods & Meats","3.0022839","13",,,,
Kovalam Investment and Trading Co Ltd,ZKOVALIN,"Investment Banking & Brokerage","2.993388244",,,,,
Innovative Ideals and Services (India) Ltd,INNOVATIVE,"Technology Hardware","2.992984447","4",,"15",,"4"
Williamson Financial Services Ltd,WILLIMFI,,"2.992570688","29",,,,
Dharani Finance Ltd,DHARFIN,"Diversified Financials","2.946696",,,,,
S R Industries Ltd,SRIND,"Footwear","2.911678",,,,,
Ambitious Plastomac Company Ltd,AMBIT,,"2.905",,,,,
Melstar Information Technologies Ltd,MELSTAR,"IT Services & Consulting","2.8566278",,,"11",,
Rubra Medicaments Ltd,CHECKPOINT,"Pharmaceuticals","2.83770036825358",,,,,
Kanel Industries Ltd,KANELIND,"Packaged Foods & Meats","2.8355157600000003",,,,,
Gopal Iron and Steels Company (Gujarat) Ltd,GOPAIST,"Iron & Steel","2.8322496",,,,,
Beeyu Overseas Ltd,BEEYU,"Tea & Coffee","2.8141491469999997",,,,,
Ortel Communications Ltd,ORTEL,"Cable & D2H","2.797574655",,,,,
IDFC NIFTY ETF,IDFNIFTYET,"Equity","2.786231955",,,,,
Sea TV Network Ltd,SEATV,"TV Channels & Broadcasters","2.77662","1",,,,
Ind Agiv Commerce Ltd,INDAGIV,"Technology Hardware","2.744",,,,,
Tricom Fruit Products Ltd,TRICOMFRU,,"2.73044915",,,,,
Kinetic Trust Ltd,KINETRU,"Investment Banking & Brokerage","2.6959361623751303",,,,,
SPV Global Trading Ltd,SPVGLOBAL,"Investment Banking & Brokerage","2.69565333333333",,,,,
SVA India Ltd,SVAINDIA,"Commodities Trading","2.6850138",,,,,
Shivansh Finserve Ltd,SHIVA,"Investment Banking & Brokerage","2.6832",,,,,
Jet infraventure Ltd,JETINFRA,"Real Estate","2.680784","14",,,,
Desh Rakshak Aushdhalaya Ltd,DESHRAK,"Pharmaceuticals","2.6674327239999998",,,,,
Hit Kit Global Solutions Ltd,HITKITGLO,"FMCG - Foods","2.664",,,,,
Krishna Filament Industries Ltd,KRIFILIND,,"2.647342",,,"21",,"5"
Purohit Construction Ltd,PUROHITCON,"Construction & Engineering","2.6389544",,,,,
Asian Food Products Ltd,ASIAN FOOD,,"2.6123625",,,,,
Diksha Greens Ltd,DGL,"Wood Products","2.59509727","95",,,,
Radhagobind Commercial Ltd,RCL,"Apparel & Accessories","2.592",,,,,
Ekam Leasing and Finance Co Ltd,EKAMLEA,"Investment Banking & Brokerage","2.574",,,,,
T Spiritual World Ltd,TSPIRITUAL,"Commodities Trading","2.560256",,,,,
BMB Music and Magnetics Ltd,BMBMUMG,"Movies & TV Serials","2.5571934",,,,,
Continental Controls Ltd,CONTICON,"Electrical Components & Equipments","2.5568424960000002",,,,,
Vallabh Steels Ltd,VALLABHSQ,"Building Products - Pipes","2.54925","24",,,,
Quintegra Solutions Ltd,QUINTEGRA,"Software Services","2.54731385","43",,,,
Aryan Share & Stock Brokers Ltd,ARYAN,"Investment Banking & Brokerage","2.51476932492809",,,,,
Saptak Chem and Business Ltd,SCBL,"Fertilizers & Agro Chemicals","2.511351648",,,,,
Gaekwar Mills Ltd,ZGAEKWAR,"Textiles","2.51",,,,,
Adjia Technologies Ltd,ADJIA,,"2.50914",,,,,
G D L Leasing and Finance Ltd,GDL LEASING,"Diversified Financials","2.50595422912424",,,,,
Integrated Proteins Ltd,INTEGFD,"Packaged Foods & Meats","2.5020116",,,,,
Abhishek Infraventures Ltd,ABHIINFRA,"Construction & Engineering","2.499255",,,,,
Kiran Syntex Ltd,KIRANSY-B,"Textiles","2.4819416",,,,,
Kabra Drugs Ltd,KABRADG,"Pharmaceuticals","2.479559",,,,,
Manor Estates and Industries Ltd,KARANWO,"Textiles","2.462265",,,,,
Shiva Suitings Ltd,SHIV.SUIT,"Textiles","2.4046626449999997",,,,,
Bridge Securities Ltd,BRIDGESE,"Investment Banking & Brokerage","2.3898843","27",,"14",,"3"
Purple Entertainment Ltd,PURPLE,"Movies & TV Serials","2.377640375","23",,"1",,"46"
Machhar Industries Ltd,MACIND,,"2.368548602",,,,,
SSPN Finance Ltd,SSPNFIN,"Diversified Financials","2.3627136","8",,,,
Nikki Global Finance Ltd,NIKKIGL,"Diversified Financials","2.359593",,,,,
Jaihind Projects Ltd,JAIHINDPRO,"Construction & Engineering","2.3417863199999998",,"1.9476744186046513",,,
Encode Packaging India Ltd,ENCODE,,"2.301033","6",,,,
Euro Asia Exports Ltd,EUROASIA,"Commodities Trading","2.2700536",,,,,
Hindusthan Udyog Ltd,ZHINUDYP,"Industrial Machinery","2.2678451",,,,,
Indra Industries Ltd,INDRAIND,,"2.2669745",,,,,
Classic Leasing & Finance Ltd,CLFL,"Diversified Financials","2.265151",,,,,
Saffron Industries Ltd,SAFFRON,"Paper Products","2.2489676","8",,,,
Brijlaxmi Leasing and Finance Ltd,BRIJLEAS,"Investment Banking & Brokerage","2.248103",,,,,
Motilal Oswal Nifty 200 Momentum 30 ETF,MOMOMENTUM,"Equity","2.209998054",,,,,
Adarsh Mercantile Ltd,ADARSH,"Commodities Trading","2.208675",,,,,
RSC International Ltd,RSCINT,"Textiles","2.2021351",,,,,
Ashiana Agro Industries Ltd,ASHAI,"Investment Banking & Brokerage","2.185",,,,,
Carnation Industries Ltd,CARNATIN,"Iron & Steel","2.18492512","1",,,,
Brilliant Portfolios Ltd,BRIPORT,"Investment Banking & Brokerage","2.1650564",,,,,
Jayabharat Credit Ltd,JAYBHCR,"Specialized Finance","2.13",,,,,
Planter's Polysacks Ltd,ZPPOLYSA,"Plastic Products","2.1231",,,,,
Chambal Breweries and Distilleries Ltd,CHMBBRW,"Alcoholic Beverages","2.09685224",,,,,
Jauss Polymers Ltd,JAUSPOL,"Packaging","2.0907599",,,,,
Indian Bright Steel Co Ltd,IBRIGST,"Iron & Steel","2.074",,,,,
RKD Agri & Retail Ltd,RKDAGRRTL,,"2.0736",,,,,
Mideast Portfolio Management Ltd,MIDEASTP,"Investment Banking & Brokerage","2.07236",,,,,
Madhur Industries Ltd,MADHURIND,"Packaged Foods & Meats","2.06136",,,,,
Scan Projects Ltd,SCANPRO,"Industrial Machinery","2.0601561",,,,,
Mudra Financial Services Ltd,MUDRA,"Diversified Financials","2.0541",,,,,
Shelter Infra Projects Ltd,SIPL,"Construction & Engineering","2.052842575",,,,,
Regency Trust Ltd,REGTRUS,"Investment Banking & Brokerage","2.01",,,,,
Fischer Chemic Ltd,FISCHER,"Commodity Chemicals","1.9995",,,,,
Linaks Micro Electronics Ltd,LINAKS,"Electrical Components & Equipments","1.9935595","19",,,,
EMA India Ltd,EMAINDIA,"Auto Parts","1.9899",,,,,
Shamrock Industrial Company Ltd,SHAMROIN,"Pharmaceuticals","1.9813711100000002","32",,"6",,"1"
Id Info Business Services Ltd,IDINFO,"IT Services & Consulting","1.98125",,,,,
