Name,Ticker,"Sub-Sector","Market Cap","Close Price","Value Momentum Rank","Price to Intrinsic Value Rank","Price Momentum Rank","Fundamental Score","Earnings Quality Rank"
Spentex Industries Ltd,SPENTEX,"Textiles","17.954407","2.1",,,,,
Objectone Information Systems Ltd,OONE,"IT Services & Consulting","17.9333014","16.13","68",,"13",,"45"
Choksi Imaging Ltd,CHOKSI,,"17.9166","47","5",,"19",,"5"
Cranex Ltd,CRANEX,,"17.898","30","67",,"78",,"8"
Mask Investments Ltd,MASKINVEST,"Investment Banking & Brokerage","17.8970475","60",,,,,
Comfort Commotrade Ltd,COMCL,"Commodities Trading","17.87568","17.35","100",,"86",,"25"
Vaksons Automobiles Ltd,VAL,,"17.85325456","17.25","26",,"53",,"10"
Shanti Overseas India Ltd,SHANTI,"Packaged Foods & Meats","17.82513","15.6","66",,"9",,"80"
Bhakti Gems and Jewellery Ltd,BGJL,"Precious Metals, Jewellery & Watches","17.82182883","11.77","20",,"17",,"41"
Oriental Trimex Ltd,ORIENTALTL,"Cement","17.78875813","6.05","34",,"3",,"33"
Adarsh Plant Protect Ltd,ADARSHPL,"Agricultural & Farm Machinery","17.7316735","18.75","54",,"64",,"40"
Veejay Lakshmi Engineering Works Ltd,VJLAXMIE,"Textiles","17.700931","34.1","76",,"39",,"50"
Phaarmasia Ltd,PHRMASI,,"17.6818264","25.89","7",,"8",,"75"
MY Money Securities Ltd,MYMONEY,"Investment Banking & Brokerage","17.6571153","10.51",,,,,
Kabsons Industries Ltd,KABSON,"Gas Distribution","17.655093","10.54","31",,"16",,"34"
Ajcon Global Services Ltd,AJCON,"Diversified Financials","17.6024236","28",,,,,"57"
Trinity League India Ltd,TRINITYLEA,,"17.5121828","21.5",,,,,"22"
Neil Industries Ltd,NEIL,"Diversified Financials","17.3827948","8.51","26",,"34",,"25"
Paramount Cosmetics (India) Ltd,PARMCOS-B,"FMCG - Personal Products","17.356625","35.61","6",,"4",,"30"
SVS Ventures Ltd,SVS,,"17.335890628","8.12",,,,,
Autolite India Ltd,AUTOLITIND,"Auto Parts","17.33092355","15.5",,,,,
Nirav Commercials Ltd,NIRAVCOM,,"17.3264","460","97","97","75",,"55"
Shekhawati Poly-Yarn Ltd,SPYL,"Textiles","17.235","0.5",,,,,"82"
Aditya Birla Sun Life Silver ETF,SILVER,"Equity","17.228399595","77.42",,,,,
Prima Industries Ltd,PRIMAIN,,"17.2130805","16","8",,"2",,"13"
ICICI Prudential Healthcare ETF,ICICIPHARM,"Equity","17.1837348","93.27",,,,,
Tijaria Polypipes Ltd,TIJARIA,"Building Products - Pipes","17.1759474","5.8","68",,"62",,"15"
Decipher Labs Ltd,DECIPHER,,"17.1599","16.81","66","100","2",,"98"
The Cochin Malabar Estates and Industries Ltd,COCHMAL,,"17.12549082","92.05",,,,,
Advance Lifestyles Ltd,ADVLIFE,"Textiles","17.105248125","54.1",,"93",,,"9"
Mansi Finance (Chennai) Ltd,MANSIFIN,,"17.0558925","45.84",,,,,
ICICI Prudential Nifty Auto ETF,ICICIAUTO,"Equity","17.035611191999998","157.54",,,,,
RAP Media Ltd,RAP,"Real Estate","17.013733","28.93",,,,,"35"
Shree Bhavya Fabrics Ltd,SBFL,"Textiles","17.005","17.25","92",,"48",,"92"
P H Capital Ltd,PHCAP,"Investment Banking & Brokerage","16.9985666","57.5","57","100","27",,"31"
Eastern Silk Industries Ltd,EASTSILK,"Textiles","16.9748133","2.05",,,,,"20"
Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,"Construction & Engineering","16.9690087","4.8","29",,"48",,"2"
Adinath Textiles Ltd,ADINATH,"Textiles","16.9677315","24.42","3",,"18",,"18"
KJMC Financial Services Ltd,KJMCFIN,,"16.89844794","35.26",,,,,
Nuway Organic Naturals India Ltd,NUWAY,"Alcoholic Beverages","16.898355","17.63",,,,,"10"
Kapil Raj Finance Ltd,KAPILRAJ,"Specialized Finance","16.8839979","21.05",,,,,
Ortin Laboratories Ltd,ORTINLAB,"Pharmaceuticals","16.83198144","20.35","26",,"12",,"59"
Sreechem Resins Ltd,SRECR,"Commodity Chemicals","16.82","44.15","56","100","1",,"26"
Gayatri Highways Ltd,GAYAHWS,"Construction & Engineering","16.775633","0.7",,,,"5.75","42"
Sanghvi Brands Ltd,SBRANDS,"Wellness Services","16.7695668","16.1",,,,,"22"
Safa Systems & Technologies Ltd,SSTL,,"16.585305","11",,,,,
DAPS Advertising Ltd,DAPS,,"16.55968","32",,,,,
MPDLLtd,MPDL,,"16.403915612","22.97","51",,"69",,"2"
MPL Plastics Ltd,MPL,"Commodity Chemicals","16.3961952","13.29","61",,"47",,"100"
SBI ETF Consumption,SBIETFCON,"Equity","16.390346702","86.02",,,,,
Steel Strips Infrastructures Ltd,STLSTRINF,,"16.378485","18.97","3",,"17",,"40"
Telesys Info-Infra (I) Ltd,TELESYS,"Software Services","16.352756671","7.5",,,,,
Jindal Capital Ltd,JINDCAP,"Diversified Financials","16.3263465","23.89","20",,"34",,"42"
Gradiente Infotainment Ltd,GRADIENTE,"Movies & TV Serials","16.3215","5.13","2",,"11",,"10"
Kavveri Telecom Products Ltd,KAVVERITEL,"Communication & Networking","16.3006506","8.1","42",,"17",,"46"
Amrapali Fincap Ltd,AMRAFIN,"Diversified Financials","16.28928","12.12",,,,,"15"
Eastcoast Steel Ltd,ECSTSTL,"Iron & Steel","16.27035102","30.15",,,,,"1"
Cella Space Ltd,CELLA,,"16.262032119","8.47","64",,"39",,"1"
Onelife Capital Advisors Ltd,ONELIFECAP,"Investment Banking & Brokerage","16.2324","12.25","38",,"42",,"5"
Bloom Industries Ltd,BLOIN,"Iron & Steel","16.2016","23.89","27",,"45",,"8"
DSP Nifty Midcap 150 Quality 50 ETF,DSPQ50ETF,"Equity","16.197496464","180.86",,,,,
Silly Monks Entertainment Ltd,SILLYMONKS,"Advertising","16.0827975","16.5","5",,"1",,"62"
Paragon Finance Ltd,PARAGONF,"Consumer Finance","16.06075","37.99","89",,"74",,"25"
HDFC Nifty50 Value 20 ETF,HDFCVALUE,"Equity","15.966448","103.63",,,,,
Econo Trade (India) Ltd,ETIL,,"15.962486625","8.3","86",,"43",,"4"
ISF Ltd,ISFL,"Specialized Finance","15.96","1.73","21",,"29",,"10"
United Leasing & Industries Ltd,UNTTEMI,"Textiles","15.951","53.17",,,,,
Neeraj Paper Marketing Ltd,NEERAJ,"Paper Products","15.95","13.8","61",,"28",,"86"
Valson Industries Ltd,VALSONQ,"Textiles","15.89616","23","54",,"46",,"42"
Aastamangalam Finance Ltd,AASTAFIN,,"15.8286","38.85",,,,,
Indo Asia Finance Ltd,INDOASIAF,"Diversified Financials","15.63","10.7",,,,,
Franklin Leasing and Finance Ltd,FRANKLIN,"Diversified Financials","15.624576","9.9",,,,,"15"
Shree Metalloys Ltd,SHREMETAL,"Metals - Copper","15.5901858","30.99",,,,,
Khoobsurat Ltd,KHOOBSURAT,"Investment Banking & Brokerage","15.542834580000001","1.17","3",,"14",,
Tata Nifty India Digital Etf,TNIDETF,"Equity","15.501888424","62.55",,,,,
Vaxfab Enterprises Ltd,VEL,,"15.456","18.65","13",,"40",,"11"
Ras Resorts and Apart Hotels Ltd,RASRESOR,"Hotels, Resorts & Cruise Lines","15.442300269999999","37",,,,,
KCK Industries Ltd,KCK,"Textiles","15.4275","28",,,,,
Prag Bosimi Synthetics Ltd,PRAGBOS,"Textiles","15.397272719999998","2.15","6",,"22",,"15"
Shine Fashions (India) Ltd,SHINEFASH,,"15.389","55",,,,,
Inter Globe Finance Ltd,INTRGLB,"Investment Banking & Brokerage","15.35016375","23.5",,,,,"19"
Silver Oak (India) Ltd,SILVOAK,"Alcoholic Beverages","15.3465198","40.9",,,,,
Gilada Finance and Investments Ltd,GILADAFINS,"Investment Banking & Brokerage","15.2995788","10.69","31",,"2",,"13"
Kandarp Digi Smart Bpo Ltd,KANDARP,"Outsourced services","15.2541","17",,,,,
Kunststofe Industries Ltd,KUNSTOFF,"Building Products - Pipes","15.24068","22.5","87",,"52",,"60"
Trans Freight Containers Ltd,TRANSFRE,"Industrial Machinery","15.234446080000001","21.6",,,,,
HDFC Nifty 100 ETF,HDFCNIF100,"Equity","15.224317124999999","203.02",,,,,
Jai Mata Glass Ltd,JAIMATAG,"Housewares","15.2","1.52",,,,,"4"
Vedant Asset Ltd,VEDANTASSET,,"15.1888","53",,,,,
Kotak Midcap 50 ETF,KOTAKMID50,"Equity","15.187976201999998","106.1",,,,,
Vani Commercials Ltd,VANICOM,"Investment Banking & Brokerage","15.1453998","12.89",,,,,
Polymac Thermoformers Ltd,POLYMAC,"Plastic Products","15.144976","32.15","10",,"21",,"1"
Sri Nachammai Cotton Mills Ltd,SRINACHA,"Textiles","15.136","34.49","80","100","22",,"49"
Gujarat Raffia Industries Ltd,GUJRAFFIA,"Packaging","15.1326","28","41",,"44",,"2"
Indo Cotspin Ltd,ICL,"Textiles","15.104998","35.69","4",,"13",,"11"
Cindrella Hotels Ltd,CINDHO,,"15.0984","41.17",,,,,"15"
Encash Entertainment Ltd,ENCASH,"0","15.095025503999999","38.74",,,,,
Radha Madhav Corp Ltd,RMCL,"Packaging","15.063802875","1.6",,,,,"24"
Darshan Orna Ltd,DARSHANORNA,"Precious Metals, Jewellery & Watches","15.058829835","3.06","5",,"13",,"10"
Indus Finance Ltd,INDUSFINL,,"15.0447375","15.44",,,,,"2"
Supreme Engineering Ltd,SUPREMEENG,"Iron & Steel","14.997","0.6",,,,,"6"
Phyto Chem India Ltd,PHYTO,,"14.83569","34","91",,"72",,"12"
O P Chains Ltd,OPCHAINS,"0","14.83025","21.65",,,,,
Samtex Fashions Ltd,SAMTEX,"Apparel & Accessories","14.8255","2.04","5",,"28",,"41"
SP Refractories Ltd,SPRL,"Cement","14.8081125","82.75",,,,,
Sonalis Consumer Products Ltd,SONALIS,,"14.802595","74.05",,,,,
Sibar Auto Parts Ltd,SIBARAUT,"Auto Parts","14.7403892","8.68","66",,"57",,"59"
Triveni Enterprises Ltd,TRIVENIENT,"Commodities Trading","14.71068","2.53","23",,"29",,"45"
Margo Finance Ltd,MARGOFIN,"Diversified Financials","14.67427","32",,,,,
Standard Batteries Ltd,STDBAT,"Diversified Financials","14.65496825","28.5","5",,"26",,
Genesis IBRC India Ltd,GENESIS,"0","14.586","11.22",,,,,
Jetmall Spices and Masala Ltd,JETMALL,,"14.5327825","24.25",,,,,
S M Gold Ltd,SMGOLD,"Precious Metals, Jewellery & Watches","14.50420484","14.5","13",,"17",,"12"
Parshwanath Corp Ltd,PARSHWANA,"Real Estate","14.503537147","46.31",,,,,
Frontline corporation Ltd,FRONTCORP,,"14.5","30.45",,,,,
Prism Medico and Pharmacy Ltd,PRISMMEDI,"Agro Products","14.497656348","24.4","52",,"69",,"1"
Premier Capital Services Ltd,PREMCAP,"Business Support Services","14.49081972","3.97","3",,"9",,"12"
Shantidoot Infra Services Ltd,SISL,,"14.4739","80.84",,,,,
Opal Luxury Time Products Ltd,OPAL,"Precious Metals, Jewellery & Watches","14.4637458666737","43",,,,,
KJMC Corporate Advisors (India) Ltd,KJMCCORP,,"14.4492992","38.63",,,,,
Viji Finance Ltd,VIJIFIN,"Specialized Finance","14.4375","1.75","39",,"21","4.75454545454545","6"
Sunil Industries Ltd,SUNILTX,,"14.427","34.35",,"100",,,"53"
Octaware Technologies Ltd,OCTAWARE,"Software Services","14.42691026","40.18",,,,,"16"
Shirpur Gold Refinery Ltd,SHIRPUR-G,"Precious Metals, Jewellery & Watches","14.42291499","4.95",,,,,"70"
Solid Stone Co Ltd,SOLIDSTON,,"14.35922","25.4","59",,"14",,"22"
Mirae Asset Hang Seng TECH ETF,MAHKTECH,"Equity","14.354740188","14.37",,,,,
Padmanabh Alloys and Polymers Ltd,PADALPO,"Plastic Products","14.345245","26.5",,,,,"10"
Meyer Apparel Ltd,MAL,"Apparel & Accessories","14.2481106","1.82",,,,,"4"
Ganon Products Ltd,GANONPRO,,"14.220444","15.24",,,,,
Lime Chemicals Ltd,LIMECHM,"Commodity Chemicals","14.1477834","22.35",,,,,
Mid India Industries Ltd,MIDINDIA,"Textiles","14.0669","8.7","3",,"1",,"52"
Bodhtree Consulting Ltd,BODHTREE,"IT Services & Consulting","14.030639908000001","7.09","3",,"2",,"10"
Stephanotis Finance Ltd,STEPHANOTIS,"Specialized Finance","14.00160398","21.51",,,,,"17"
Howard Hotels Ltd,HOWARHO,,"13.9705356","16.09","19",,"29",,"25"
Supreme (India) Impex Ltd,SIIL,"Textiles","13.953295744999998","26",,,,,
USG Tech Solutions Ltd,USGTECH,,"13.95263034","3.71","40",,"3",,
Continental Chemicals Ltd,CONTCHM,"Software Services","13.901069","61.25","1",,"1",,"17"
Pradhin Ltd,PRADHIN,"Agro Products","13.86544","36.5",,,,,
Panth Infinity Ltd,PANTH,"Commodities Trading","13.861671","7.52","42",,"16",,"38"
Daikaffil Chemicals India Ltd,DAIKAFFI,"Specialty Chemicals","13.812","23.8","46",,"63",,"7"
ICICI Prudential NV20 ETF,ICICINV20,"Equity","13.801773789","112.96",,,,,
Octavius Plantations Ltd,OCTAVIUSPL,,"13.8","47.93",,,,,
Manraj Housing Finance Ltd,MANRAJH,"0","13.77","27.54",,,,,
Healthy Life Agritec Ltd,HEALTHYLIFE,,"13.735488","6.28",,,,,
Gajanan Securities Services Ltd,GAJANANSEC,"Investment Banking & Brokerage","13.639494","44.8",,,,,
Super Fine Knitters Ltd,SKL,"Apparel & Accessories","13.632377","11",,,,,"88"
Techindia Nirman Ltd,TECHIN,"Real Estate","13.6097","9.4",,,,,
Velox Industries Ltd,VELOXIND,"Soft Drinks","13.563774","17.01",,,,,
Integrated Capital Services Ltd,ICSL,"Business Support Services","13.52192","3.78",,,,,
Harish Textile Engineers Ltd,HARISH,"Industrial Machinery","13.5108","44.5",,,,,
Continental Securities Ltd,CSL,"Investment Banking & Brokerage","13.474402","6.42","6",,"9",,"15"
Amiable Logistics (India) Ltd,AMIABLE,"Logistics","13.46114","77",,,,,"32"
Jakharia Fabric Ltd,JAKHARIA,"Textiles","13.4512773","33.1",,,,,"32"
Sovereign Diamonds Ltd,SOVERDIA,"Precious Metals, Jewellery & Watches","13.422376638","24",,,,,
Athena Constructions Ltd,ATHCON,"Real Estate","13.41","17.88",,,,,"1"
BCL Enterprises Ltd,BCLENTERPR,"Diversified Financials","13.409","1.15","29",,"2",,"28"
Bombay Wire Ropes Ltd,BOMBWIR,"Iron & Steel","13.34875","25.5",,,,,
Shree Karthik Papers Ltd,SHKARTP,,"13.31967","7.24","76",,"32",,"47"
Hathway Bhawani Cabletel and Datacom Ltd,HATHWAYB,"Cable & D2H","13.2921","16","1",,"1",,"10"
Manav Infra Projects Ltd,MANAV,"Construction & Engineering","13.26184","19.4",,,,,
Satra Properties (India) Ltd,SATRAPROP,"Real Estate","13.198492","0.72",,,"13",,
SK International Export Ltd,SKIEL,"Apparel & Accessories","13.1975172","18",,,,,
GTN Textiles Ltd,GTNTEX,"Textiles","13.177021095999999","11.59","60",,"27",,"63"
Alexander Stamps and Coin Ltd,ALEXANDER,"Diversified Financials","13.148544","14.2","9",,"29",,"7"
Mitshi India Ltd,MITSHI,"Conglomerates","13.1384","14.87","38",,"61",,"12"
ICICI Prudential Consumption ETF,ICICICONSU,"Equity","13.10207943","86.33",,,,,
Prabhat Dairy Ltd,PRABHAT,"FMCG - Foods","13.060374884345299","99.6","52",,"15","3.87171052631579","84"
BFL Asset Finvest Ltd,BFLAFL,"Investment Banking & Brokerage","13.0298695","12.35","13",,"13",,"19"
Kartik Investments Trust Ltd,KARTKIN,"Diversified Financials","12.9808","532",,,,,"13"
Lypsa Gems & Jewellery Ltd,LYPSAGEMS,"Precious Metals, Jewellery & Watches","12.97296","4.5","49",,"18",,"1"
Nutech Global Ltd,NUTECGLOB,"Textiles","12.9397443","42.4",,,,,
Interstate Oil Carrier Ltd,INTSTOIL,"Logistics","12.9250647","25.5",,,,,
Conart Engineers Ltd,CONART,,"12.91796","41.5","83","98","54",,"22"
BKV Industries Ltd,BKV,"Packaged Foods & Meats","12.822324720000001","8.55",,,,,
CMI Ltd,CMICABLES,"Cables","12.8219656","8",,,,,"6"
Amrapali Capital and Finance Services Ltd,ACFSL,"Investment Banking & Brokerage","12.8197446","13.11",,,,,"5"
DSP Nifty 50 ETF,DSPN50ETF,"Equity","12.801381996","201.12",,,,,
HDFC Nifty Private Bank ETF,HDFCPVTBAN,"Equity","12.781170502","237.24",,,,,
Naturo Indiabull Ltd,NATURO,,"12.778154144","12.53",,,,,
Royal Cushion Vinyl Products Ltd,ROYALCU,,"12.767110295999998","11.1","3",,"19",,"5"
Surya India Ltd,SURYAINDIA,"Real Estate","12.7491434","18.25",,,,,
Rajasthan Cylinders and Containers Ltd,RCCL,"Oil & Gas - Storage & Transportation","12.710190695","37.5",,,,,
Bil Energy Systems Ltd,BILENERGY,"Industrial Machinery","12.68496","0.6",,,,,"57"
Aditya BSL Sensex ETF,BSLSENETFG,"Equity","12.67263724","66.07",,,,,
National Plywood Industries Ltd,NATPLY,"Building Products - Laminates","12.6663735","5.14",,,"9",,
Elegant Floriculture & Agrotech (India) Ltd,ELEFLOR,"Agro Products","12.66","6.35","2",,"3",,"5"
Kamanwala Housing Construction Ltd,KAMANWALA,,"12.641564520000001","8.52","37",,"33",,"19"
Nippon India ETF Long Term Gilt,LTGILTBEES,"Debt","12.591982437999999","24.26",,,,,
S V Trading and Agencies Ltd,ZSVTRADI,"Investment Banking & Brokerage","12.5685","7.35",,,,,
Integra Telecommunication and Software Ltd,INTELSOFT,"Technology Hardware","12.5136","11.51","3",,"2",,"12"
Norris Medicines Ltd,NORRIS,"Pharmaceuticals","12.500875","11.93",,,,,
Bright Solar Ltd,BRIGHT,"Industrial Machinery","12.4995","4.95","43",,"60",,"8"
Pratiksha Chemicals Ltd,PRATIKSH,"Commodity Chemicals","12.47199126","22","11",,"12",,"28"
Sanblue Corporation Ltd,SANBLUE,"Commodities Trading","12.453941325","24.5",,,,,
Prima Agro Ltd,PRIMAGR,"Agro Products","12.4054212","23.5",,,,,
Tulasee Bio-Ethanol Ltd,TULASEEBIOE,"0","12.37551","21",,,,,
CIL Securities Ltd,CILSEC,,"12.34","25.1",,,,,
Novateor Research Laboratories Ltd,NOVATEOR,"FMCG - Personal Products","12.3271335","25.5",,,,,"5"
Ascensive Educare Ltd,ASCENSIVE,,"12.313378092","38.37",,,,,
Southern Latex Ltd,SOUTLAT,,"12.3045824","17.55",,,,,
Quantum Nifty ETF,QNIFTY,"Equity","12.214835948","2126.14",,,,,
Palm Jewels Limited,PALMJEWELS,,"12.20980736","12.1","31",,"33",,"52"
Glance Finance Ltd,GLANCE,,"12.18186","54.94",,,,,
Ekennis Software Service Ltd,EKENNIS,,"12.18","84",,"97",,,"13"
Orient Tradelink Ltd,ORIENTTR,"Movies & TV Serials","12.16688","10.05",,,,,
Motilal Oswal S&P BSE Low Volatility ETF,MOLOWVOL,"Equity","12.120252429999999","27.93",,,,,
Pecos Hotels and Pubs Ltd,PECOS,,"12.06394875","92.1",,,,,
Anka India Ltd,ANKIN,"IT Services & Consulting","12.05804532","13.8",,,,,
Inducto Steels Ltd,INDCTST,"Metals - Diversified","12.047744746","29.95",,,,,
Kachchh Minerals Ltd,KACHCHH,"Mining - Diversified","12.0383439","22.25",,,,,
SMVD Poly Pack Ltd,SMVD,"Packaging","12.0361296","12",,,,,
Shreevatsaa Finance and Leasing Ltd,SHVFL,"Diversified Financials","12.019","11.9",,,,,
Fruition venture Ltd,FRUTION,"Investment Banking & Brokerage","12","31.5",,,,,
Emmessar Biotech and Nutrition Ltd,EMMESSA,,"11.99064","23.5",,,,,
Billwin Industries Ltd,BILLWIN,,"11.95336164","56.1",,,,,
Helpage Finlease Ltd,HELPAGE,"Diversified Financials","11.937","12.54",,,,,"13"
Kalyani Commercials Ltd,KALYANI,"Consumer Finance","11.93","119.3",,,,,
Shiva Granito Export Ltd,SHIVAEXPO,"Building Products - Granite","11.9199751","9.02",,,,,
Muller and Phipps (India) Ltd,MULLER,"FMCG - Personal Products","11.9","190",,"69",,,"15"
Pan Electronics India Ltd,PANELEC,"Electrical Components & Equipments","11.884","28.3","7",,"33",,"2"
Misquita Engineering Ltd,MISQUITA,"0","11.8536","40.11",,,,,
Kiduja India Ltd,KIDUJA,"Investment Banking & Brokerage","11.8335","65.55",,,,,
Nyssa Corporation Ltd,NYSSACORP,"Real Estate","11.82","3.97","72",,"10",,"80"
Times Green Energy (India) Ltd,TIMESGREEN,,"11.8144","71",,,,,
Sumeru Industries Ltd,SUMERUIND,,"11.808","1.66","2",,"3",,"12"
Pyxis Finvest Ltd,PYXISFIN,"Diversified Financials","11.790149625","10.25",,,,,"10"
Rajasthan Tube Manufacturing Co Ltd,RAJTUBE,,"11.787897","27.4",,,,,
Prism Finance Ltd,PRISMFN,"Diversified Financials","11.7330415","18.05",,,,,
Tradewell Holdings Ltd,TRADEWELL,,"11.657072","38.8",,,,,
Maagh Advertising & Marketing Services Ltd,MAAGHADV,,"11.644","33.73",,,,,
Photoquip (India) Ltd,PHOTOQUP,"Electronic Equipments","11.64194","24.25","34",,"11",,"41"
Kotak Nifty Alpha 50 ETF,KOTAKALPHA,"Equity","11.560360832","31.9",,,,,
Supertex Industries Ltd,SUPERTEX,"Textiles","11.4547332","9.98","94",,"72",,"41"
Sterling Greenwoods Ltd,STRGRENWO,"Real Estate","11.4471576","27","22",,"37",,"26"
Jalan Transolutions (India) Ltd,JALAN,"Logistics","11.4117177","7.6","6",,"30",,"31"
Abhishek Finlease Ltd,ABHIFIN,"Consumer Finance","11.4059325","26.75",,,,,
Samyak International Ltd,SAMYAKINT,,"11.368812","17.3",,,,,
R J Shah and Company Ltd,RJSHAH,"Construction & Engineering","11.3622565","405.65",,,,,
Consecutive Investments & Trading Co Ltd,CITL,"Investment Banking & Brokerage","11.3437002254873","37.74",,,,,
Deccan Bearings Ltd,DECANBRG,"Industrial Machinery","11.331503459999999","51.9",,,,,
Yarn Syndicate Ltd,YARNSYN,"Textiles","11.325","30",,,,,
Metalyst Forgings Ltd,METALFORGE,"Auto Parts","11.323","2.7",,,,,"2"
Vishvprabha Ventures Ltd,VISVEN,"Investment Banking & Brokerage","11.319","66",,,,,
Reliable Ventures India Ltd,RELIABVEN,"Hotels, Resorts & Cruise Lines","11.3102483","10.6","58",,"5",,"85"
Kotak Nifty 100 Low Vol 30 ETF,KOTAKLOVOL,"Equity","11.309675944999999","15.35",,,,,
Nippon India ETF Nifty 100,NIF100BEES,"Equity","11.262924036","205.56",,,,,
Jindal Cotex Ltd,JINDCOT,"Textiles","11.244586979249599","2.5",,,,,"20"
Regent Enterprises Ltd,REGENTRP,,"11.207876579999999","3.37",,,,,
York Exports Ltd,YORKEXP,"Textiles","11.1913984","33",,,,,
Lippi Systems Ltd,LIPPISYS,"Industrial Machinery","11.172","15.96",,,,,
Sri Lakshmi Saraswathi Textiles (Arni) Ltd,SLSTLQ,"Textiles","11.1647125","34","62","100","19",,"74"
BNR Udyog Ltd,BNRUDY,"IT Services & Consulting","11.145","38.9","58",,"60",,"15"
C J Gelatine Products Ltd,CJGEL,"Specialty Chemicals","11.07059","23",,,,,
PBA Infrastructure Ltd,PBAINFRA,,"11.043459716","8.25","46",,"18",,"15"
Mahaan Foods Ltd,MAHAANF,"FMCG - Foods","11.0342064","32.39",,,,,
Parmax Pharma Ltd,PARMAX,,"11.0330937","30",,,,,
Rajasthan Petro Synthetics Ltd,RAJSPTR,"Logistics","11.0088691424795","0.99",,,,,
Nippon India ETF Hang Seng BeES,HNGSNGBEES,"Equity","10.982502","280.04",,,,,
Regency Fincorp Ltd,REGENCY,,"10.942185472","10.15",,,,,
Accord Synergy Ltd,ACCORD,"Telecom Services","10.90208","31.4",,,,,
Motilal Oswal Nasdaq Q50 ETF,MONQ50,"Equity","10.8938445","54.36",,,,,
Suvidha Infraestate Corporation Ltd,SICL,"Construction & Engineering","10.879808","12.23",,,,,
Shree Steel Wire Ropes Ltd,SSWRL,"Iron & Steel","10.87824465","32.9",,,,,
Trishakti Electronics and Industries Ltd,TRISHAKT,"Oil & Gas - Equipment & Services","10.8545724","38.3",,,,,
Sterling Powergensys Ltd,STERPOW,"Textiles","10.813712","22.28",,,,,
Net Pix Shorts Digital Media Ltd,NETPIX,,"10.7842022","33.7",,,,,
Maitri Enterprises Ltd,MAITRI,"Pharmaceuticals","10.78","24",,,,,
Mehta Integrated Finance Ltd,MEHIF,"Diversified Financials","10.75","20.43",,,,,
Iykot Hitech Toolroom,IYKOTHITE,"Industrial Machinery","10.726092","16.8",,,,,
Uniroyal Industries Ltd,UNIROYAL,,"10.7079924","13.25",,,,,
Sanco Industries Ltd,SANCO,"Building Products - Pipes","10.66183","8.15",,,,,
HDFC Nifty100 Quality 30 ETF,HDFCQUAL,"Equity","10.5760902","44.56",,,,,
Jiya Eco-Products Ltd,JIYAECO,"Renewable Energy","10.5256417","3.5",,,,,
SI Capital & Financial Services Ltd,SICAPIT,"Tour & Travel Services","10.4992","30.88",,,,,
Navigant Corporate Advisors Ltd,NAVIGANT,"Investment Banking & Brokerage","10.4986575","33.3",,,,,
ACI Infocom Ltd,ACIIN,"IT Services & Consulting","10.4966355","1.04","6",,"10",,"17"
